sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
1948,2022-11-22,743,46,52,403,33,248929.59,5
1949,2022-11-22,198,53,160,401,221,3419.24,1
1950,2022-11-22,900,70,65,402,673,141886.68,12
1951,2022-11-22,897,33,59,402,619,58765.7,12
1952,2022-11-22,877,10,45,402,915,69312.11,8
1953,2022-11-22,726,33,110,401,181,71148.39,9
1954,2022-11-23,151,77,156,403,119,258285.23,3
1955,2022-11-23,453,45,90,402,862,140523.54,10
1956,2022-11-23,442,95,1,400,580,153710.63,18
1957,2022-11-23,415,95,97,403,373,21986.08,15
1958,2022-11-23,370,22,132,403,301,312314.84,20
1959,2022-11-23,288,14,5,400,578,94984.94,12
1960,2022-11-24,372,50,97,400,399,186902.59,15
1961,2022-11-24,452,45,153,400,816,46163.88,8
1962,2022-11-24,283,62,19,403,646,307135.61,19
1963,2022-11-24,636,50,34,400,216,128450.46,10
1964,2022-11-24,359,59,28,400,665,167092.88,7
1965,2022-11-24,394,90,168,402,598,57894.31,18
1966,2022-11-25,19,88,145,400,194,157578.83,15
1967,2022-11-25,420,43,33,401,268,162138.83,20
1968,2022-11-25,426,8,187,403,111,181768.72,18
1969,2022-11-25,743,44,40,401,984,146229.65,17
1970,2022-11-25,940,25,197,401,989,111364.24,9
1971,2022-11-25,645,41,90,403,748,174718.55,12
1972,2022-11-26,278,76,50,400,934,164377.31,9
1973,2022-11-26,656,70,92,400,466,3790.04,14
1974,2022-11-26,20,96,78,401,100,121887.62,12
1975,2022-11-26,626,52,42,403,657,193864.37,9
1976,2022-11-27,515,25,71,403,529,47480.49,17
1977,2022-11-27,867,54,135,403,843,190289.04,16
1978,2022-11-28,287,19,197,400,468,109793.37,17
1979,2022-11-28,671,29,125,402,851,33516.46,14
1980,2022-11-29,299,60,37,401,401,55026.6,13
1981,2022-11-29,316,94,82,402,140,83143.32,7
1982,2022-11-29,175,3,96,400,478,156328.51,9
1983,2022-11-29,895,87,191,401,530,60323.77,20
1984,2022-11-29,320,20,77,400,64,191083.43,4
1985,2022-11-29,993,84,27,401,279,93860.47,3
1986,2022-11-29,310,29,14,401,960,117210.38,5
1987,2022-11-29,148,4,175,403,633,74812.59,9
1988,2022-11-29,410,30,20,400,80,7482.38,7
1989,2022-12-01,437,65,94,400,127,143551.76,6
1990,2022-12-01,836,25,192,400,690,172094.16,7
1991,2022-12-01,448,45,62,400,763,92699.24,20
1992,2022-12-01,756,57,54,400,300,109558.9,20
1993,2022-12-01,710,42,34,402,835,42409.66,3
1994,2022-12-01,703,53,182,402,29,41068.86,6
1995,2022-12-01,620,50,95,403,586,328486.87,3
1996,2022-12-01,492,91,166,401,165,27300.69,15
1997,2022-12-01,314,37,57,402,777,123631.33,10
1998,2022-12-01,492,59,31,400,542,46515.59,4
1999,2022-12-01,962,55,90,401,831,27336.05,13
2000,2022-12-01,721,56,1,403,987,326147.9,12
2001,2022-12-01,15,100,121,400,863,157715.61,8
2002,2022-12-01,709,7,4,402,675,45560.23,11
2003,2022-12-02,345,78,164,403,171,250032.2,10
2004,2022-12-02,1000,24,13,402,693,126424.36,11
2005,2022-12-02,534,27,182,403,175,144713.22,17
2006,2022-12-02,369,79,11,401,818,63689.75,14
2007,2022-12-02,844,93,35,402,214,5116.89,6
2008,2022-12-02,155,95,18,401,154,52882.8,19
2009,2022-12-02,382,18,15,403,90,36788.23,17
2010,2022-12-02,553,24,152,402,360,66720.29,16
2011,2022-12-02,417,1,120,400,693,66442.54,17
2012,2022-12-02,379,45,20,400,248,31394.53,19
2013,2022-12-02,449,63,79,400,650,155254.05,4
2014,2022-12-03,358,80,118,402,168,195334.28,13
2015,2022-12-03,898,15,183,400,643,134311.26,10
2016,2022-12-03,513,92,183,402,420,206975.86,14
2017,2022-12-03,290,69,10,400,169,176157.76,7
2018,2022-12-03,247,56,175,402,42,21115.39,8
2019,2022-12-03,130,63,96,400,860,6486.07,12
2020,2022-12-03,451,36,178,402,14,146646.04,7
2021,2022-12-03,941,97,19,403,416,249263.63,1
2022,2022-12-03,369,70,134,402,967,121195.82,20
2023,2022-12-03,634,22,187,402,367,107163.63,6
2024,2022-12-03,821,86,177,402,725,153327.05,4
2025,2022-12-03,101,75,75,402,256,77512.58,17
2026,2022-12-03,567,27,131,401,815,115279.43,18
2027,2022-12-04,652,56,89,401,798,29249.56,20
2028,2022-12-04,891,70,128,400,300,152440.77,7
2029,2022-12-04,158,34,51,401,723,127202.47,8
2030,2022-12-04,784,29,156,403,521,220427.89,4
2031,2022-12-04,689,54,62,402,260,157840.52,20
2032,2022-12-05,848,46,109,400,388,140445.62,15
2033,2022-12-05,218,10,126,403,852,238471.11,12
2034,2022-12-05,664,4,192,402,539,117509.07,16
2035,2022-12-05,402,62,128,401,694,138115.72,20
2036,2022-12-05,85,14,22,403,377,259321.08,4
2037,2022-12-05,359,71,184,402,517,79881.09,17
2038,2022-12-05,372,90,58,403,103,307369.62,5
2039,2022-12-05,284,50,164,403,718,215716.69,17
2040,2022-12-05,854,37,189,401,400,5119.91,11
2041,2022-12-06,51,86,51,402,285,158667.25,19
2042,2022-12-06,158,55,39,401,80,63406.42,9
2043,2022-12-06,197,19,130,400,661,139488.4,4
2044,2022-12-06,981,69,156,403,133,98636.34,18
2045,2022-12-06,62,99,106,403,608,315856.44,6
2046,2022-12-06,889,69,181,403,975,75915.19,4
2047,2022-12-06,285,32,30,401,420,23190.57,7
2048,2022-12-06,548,33,106,403,267,126770.27,13
2049,2022-12-06,438,67,36,402,677,63502.72,20
2050,2022-12-06,796,85,4,401,149,2622.06,10
2051,2022-12-06,77,31,76,400,651,73553.66,11
2052,2022-12-06,535,80,193,400,62,107663.99,11
2053,2022-12-06,898,88,13,401,64,141251.4,17
2054,2022-12-06,644,85,145,402,820,140009.69,19
2055,2022-12-06,839,57,125,401,73,168445.79,11
2056,2022-12-07,497,78,148,401,956,15413.0,17
2057,2022-12-07,908,16,106,401,244,173034.4,15
2058,2022-12-07,33,87,6,400,544,18481.23,10
2059,2022-12-07,830,38,125,401,656,147753.3,1
2060,2022-12-07,971,49,35,400,156,55365.53,9
2061,2022-12-07,51,60,180,400,74,154042.81,1
2062,2022-12-07,681,87,142,403,273,167601.39,16
2063,2022-12-07,604,17,103,402,989,81020.68,12
2064,2022-12-07,931,60,128,401,186,170890.6,11
2065,2022-12-07,4,71,150,403,165,85504.85,3
2066,2022-12-07,283,99,73,401,891,153192.13,8
2067,2022-12-07,253,80,91,402,95,4088.95,18
2068,2022-12-08,701,86,78,401,267,31836.03,1
2069,2022-12-08,934,34,174,403,842,167634.88,20
2070,2022-12-08,164,21,120,403,12,16472.81,3
2071,2022-12-08,329,88,97,401,749,9513.59,8
2072,2022-12-08,409,63,45,400,345,3711.88,6
2073,2022-12-08,64,56,72,401,617,175000.72,11
2074,2022-12-08,468,60,154,403,40,255378.44,9
2075,2022-12-08,244,100,179,403,741,131214.19,15
2076,2022-12-08,156,11,20,403,27,293903.86,3
2077,2022-12-08,101,58,111,403,423,322773.09,2
2078,2022-12-08,222,60,164,402,147,80752.47,12
2079,2022-12-09,250,97,161,402,730,55592.8,9
2080,2022-12-09,894,76,29,400,477,188856.35,16
2081,2022-12-09,72,73,160,400,935,67771.02,12
2082,2022-12-09,991,89,60,403,430,127939.87,20
2083,2022-12-09,183,87,142,402,207,59033.67,5
2084,2022-12-09,20,57,113,402,272,197255.93,14
2085,2022-12-09,313,72,116,402,731,2524.83,11
2086,2022-12-09,329,53,72,403,325,166097.75,20
2087,2022-12-09,45,45,88,400,52,12698.59,3
2088,2022-12-09,689,15,66,401,370,62272.41,18
2089,2022-12-10,657,13,115,400,930,28034.37,19
2090,2022-12-10,36,51,19,400,812,135405.26,13
2091,2022-12-10,329,54,108,401,176,43422.48,17
2092,2022-12-10,943,50,50,402,967,33762.34,3
2093,2022-12-10,477,53,66,402,639,23349.91,18
2094,2022-12-10,623,33,147,400,365,2852.36,14
2095,2022-12-10,906,75,67,401,676,9885.55,18
2096,2022-12-10,248,83,34,400,585,14105.23,20
2097,2022-12-10,600,90,72,402,756,96013.58,5
2098,2022-12-10,904,65,19,401,983,142402.86,18
2099,2022-12-10,339,21,87,400,581,85490.43,2
2100,2022-12-10,312,75,107,400,344,110223.02,8
2101,2022-12-10,249,89,175,400,999,177662.09,2
2102,2022-12-10,573,60,145,401,992,64575.55,14
2103,2022-12-11,857,53,14,403,935,322606.07,14
2104,2022-12-11,595,19,29,401,731,76268.31,16
2105,2022-12-11,485,88,168,401,348,90955.08,10
2106,2022-12-11,275,16,78,403,50,8887.85,6
2107,2022-12-11,858,44,159,401,665,29320.28,2
2108,2022-12-11,718,99,181,400,486,157989.17,3
2109,2022-12-11,277,78,52,402,375,152902.52,19
2110,2022-12-11,828,5,133,402,463,101510.33,4
2111,2022-12-11,952,10,81,401,483,85321.31,20
2112,2022-12-11,876,51,169,401,638,53007.02,13
2113,2022-12-11,6,97,155,402,734,85668.15,15
2114,2022-12-11,843,66,95,400,888,109930.15,18
2115,2022-12-12,651,21,99,402,38,38879.23,14
2116,2022-12-12,632,98,86,403,244,74612.07,3
2117,2022-12-12,425,99,136,400,396,192470.53,17
2118,2022-12-12,449,57,81,402,928,112459.17,14
2119,2022-12-12,539,50,153,401,705,88368.6,17
2120,2022-12-12,889,60,144,401,80,24519.28,19
2121,2022-12-12,914,30,9,402,76,204249.81,2
2122,2022-12-12,437,58,120,402,804,88997.6,15
2123,2022-12-12,583,13,166,400,906,83419.43,15
2124,2022-12-12,160,35,19,403,69,195067.23,3
2125,2022-12-12,397,72,75,401,509,103923.27,14
2126,2022-12-12,168,93,9,401,121,56213.65,10
2127,2022-12-12,433,47,156,400,292,117529.77,13
2128,2022-12-12,80,98,185,403,408,81528.72,3
2129,2022-12-12,376,2,73,401,688,147310.39,2
2130,2022-12-12,193,20,146,403,474,240776.81,1
2131,2022-12-12,678,85,53,400,718,184167.48,4
2132,2022-12-12,108,84,109,400,967,68669.62,2
2133,2022-12-12,167,29,44,400,975,125676.27,7
2134,2022-12-12,375,1,46,403,92,142741.79,19
2135,2022-12-13,484,14,44,403,494,80425.88,14
2136,2022-12-13,904,13,3,402,73,56777.05,14
2137,2022-12-13,640,35,119,401,390,79067.39,17
2138,2022-12-13,965,32,125,403,234,143710.87,16
2139,2022-12-13,986,12,80,403,102,296042.31,3
2140,2022-12-13,677,23,181,400,565,8205.12,19
2141,2022-12-13,911,2,96,401,557,53414.33,6
2142,2022-12-13,362,45,142,401,550,125501.57,17
2143,2022-12-13,22,63,172,400,210,93050.73,4
2144,2022-12-13,64,11,88,402,339,58832.69,15
2145,2022-12-13,884,90,82,400,628,60777.14,17
2146,2022-12-13,357,75,50,400,606,56264.13,9
2147,2022-12-14,492,47,9,402,271,184787.87,12
2148,2022-12-14,865,58,5,402,7,157996.84,11
2149,2022-12-14,258,42,189,403,708,166766.06,13
2150,2022-12-14,920,38,104,403,732,74277.8,15
2151,2022-12-14,344,12,86,402,943,56642.83,14
2152,2022-12-14,646,42,1,402,652,60799.01,7
2153,2022-12-14,548,65,16,400,625,88108.07,10
2154,2022-12-14,638,36,97,401,241,79917.84,9
2155,2022-12-14,931,25,34,401,195,116413.2,7
2156,2022-12-15,831,31,17,401,237,9212.35,1
2157,2022-12-15,250,36,49,401,746,78518.18,19
2158,2022-12-15,746,65,29,403,463,312114.32,4
2159,2022-12-15,548,66,76,402,991,171403.52,14
2160,2022-12-15,887,13,125,400,333,157559.29,17
2161,2022-12-15,896,82,57,402,487,129530.27,12
2162,2022-12-15,598,85,5,403,614,280338.07,7
2163,2022-12-15,319,40,116,401,982,94763.96,15
2164,2022-12-15,548,50,175,403,39,97299.72,6
2165,2022-12-15,241,63,96,402,898,149908.27,5
2166,2022-12-15,452,54,179,400,359,121300.03,3
2167,2022-12-16,921,69,3,400,979,118369.75,6
2168,2022-12-16,103,28,33,402,464,91946.96,16
2169,2022-12-16,769,76,23,402,492,5697.73,6
2170,2022-12-16,931,5,82,402,251,214103.72,10
2171,2022-12-16,457,45,119,401,53,123924.89,19
2172,2022-12-16,523,52,135,400,275,119639.61,1
2173,2022-12-16,310,28,137,400,750,173852.52,20
2174,2022-12-16,232,86,50,402,363,31885.35,13
2175,2022-12-16,830,64,36,403,354,204623.4,13
2176,2022-12-16,543,63,13,400,228,147986.61,18
2177,2022-12-16,263,14,122,401,625,7795.25,2
2178,2022-12-17,401,68,101,401,381,26397.2,14
2179,2022-12-17,862,61,64,403,591,239540.45,19
2180,2022-12-17,373,78,177,402,701,62452.45,7
2181,2022-12-17,862,43,11,401,926,119584.48,14
2182,2022-12-17,165,98,4,401,162,29072.3,13
2183,2022-12-17,395,74,24,400,177,120499.13,15
2184,2022-12-17,661,51,173,402,485,72351.03,7
2185,2022-12-17,521,50,43,401,416,117547.21,7
2186,2022-12-17,694,74,134,400,427,144216.12,13
2187,2022-12-17,754,24,90,403,3,200680.76,15
2188,2022-12-17,4,96,190,402,638,25718.43,13
2189,2022-12-17,261,95,185,401,39,144617.38,10
2190,2022-12-18,897,82,123,400,635,9260.04,1
2191,2022-12-18,650,7,146,401,842,67835.46,14
2192,2022-12-18,719,61,158,402,316,63927.25,8
2193,2022-12-18,705,83,147,400,293,152616.63,17
2194,2022-12-18,23,36,45,401,203,139391.16,4
2195,2022-12-18,898,87,18,402,974,196362.22,12
2196,2022-12-18,305,76,139,400,622,23638.82,2
2197,2022-12-18,316,43,200,403,837,146885.17,9
2198,2022-12-18,821,84,114,403,278,127806.11,7
2199,2022-12-19,77,45,44,402,103,211578.66,11
2200,2022-12-19,434,22,138,402,347,86383.21,2
2201,2022-12-19,580,71,150,403,812,71504.53,16
2202,2022-12-19,313,84,147,400,663,111492.88,8
2203,2022-12-19,866,82,97,402,877,26142.95,12
2204,2022-12-19,418,56,166,402,665,88796.39,17
2205,2022-12-19,699,45,45,400,292,113993.52,13
2206,2022-12-19,136,5,120,400,158,105319.44,14
2207,2022-12-19,509,35,163,400,544,37548.42,5
2208,2022-12-19,514,2,136,401,333,138930.58,14
2209,2022-12-19,88,79,123,402,392,187111.72,16
2210,2022-12-19,956,37,42,400,650,102115.6,11
2211,2022-12-20,190,81,22,403,832,139066.43,12
2212,2022-12-20,795,71,20,403,46,67528.4,14
2213,2022-12-20,318,52,145,400,123,146267.34,8
2214,2022-12-20,298,75,168,402,10,85288.52,15
2215,2022-12-20,929,37,57,401,273,63636.71,4
2216,2022-12-20,81,56,145,402,216,175447.81,8
2217,2022-12-20,398,46,51,402,605,155226.13,12
2218,2022-12-20,376,90,81,403,718,222867.12,11
2219,2022-12-20,102,42,36,402,319,191446.54,8
2220,2022-12-20,593,81,169,403,534,46611.67,1
2221,2022-12-20,574,55,189,400,675,77109.22,1
2222,2022-12-20,471,7,161,403,859,176923.77,8
2223,2022-12-20,752,100,24,402,123,45716.55,10
2224,2022-12-20,841,67,14,402,858,35683.99,8
2225,2022-12-20,372,88,167,400,978,4962.2,20
2226,2022-12-21,457,31,144,401,86,16139.47,17
2227,2022-12-21,636,54,48,400,848,50286.09,12
2228,2022-12-21,298,98,139,403,485,167233.85,16
2229,2022-12-21,525,80,77,400,223,128762.87,3
2230,2022-12-21,51,93,200,403,990,119887.11,20
2231,2022-12-21,888,20,149,400,954,170550.74,19
2232,2022-12-21,450,24,140,403,521,41298.91,1
2233,2022-12-21,85,35,21,401,569,168162.23,16
2234,2022-12-21,845,89,19,402,913,109531.91,2
2235,2022-12-22,580,35,158,401,370,89378.4,13
2236,2022-12-22,893,38,167,403,899,31876.28,19
2237,2022-12-22,459,14,53,401,127,47497.24,20
2238,2022-12-22,472,70,56,402,324,146132.19,18
2239,2022-12-22,377,86,175,403,235,36453.96,9
2240,2022-12-22,986,85,37,402,449,94695.33,16
2241,2022-12-22,351,95,167,401,946,136999.39,3
2242,2022-12-22,353,50,138,401,375,43457.84,5
2243,2022-12-22,475,2,137,400,582,144841.16,4
2244,2022-12-22,910,75,9,403,90,15637.48,19
2245,2022-12-22,288,52,134,401,78,100061.12,8
2246,2022-12-22,702,9,23,401,667,154946.06,8
2247,2022-12-23,364,8,119,400,325,127297.84,12
2248,2022-12-23,890,8,117,401,427,38603.57,6
2249,2022-12-23,304,26,14,403,228,87175.51,3
2250,2022-12-23,73,71,105,402,380,18657.55,19
2251,2022-12-23,488,32,31,400,807,98755.44,2
2252,2022-12-23,275,53,22,402,186,178330.4,20
2253,2022-12-23,247,91,176,402,444,176833.28,9
2254,2022-12-23,55,6,108,400,899,17582.63,4
2255,2022-12-23,360,30,47,402,731,181525.64,12
2256,2022-12-23,275,75,178,403,2,85872.39,8
2257,2022-12-23,911,24,137,401,121,57400.47,20
2258,2022-12-23,494,34,137,403,17,173816.23,8
2259,2022-12-23,400,39,200,403,766,62883.96,19
2260,2022-12-23,791,83,182,400,65,83067.95,9
2261,2022-12-23,695,16,46,403,162,211840.82,14
2262,2022-12-24,182,76,126,402,183,47861.52,20
2263,2022-12-24,843,9,46,400,241,158536.05,5
2264,2022-12-24,828,52,79,403,357,317560.6,16
2265,2022-12-24,728,75,95,401,621,153316.11,9
2266,2022-12-25,152,4,43,402,726,98158.78,10
2267,2022-12-25,276,72,14,401,100,26609.82,18
2268,2022-12-25,177,43,180,400,793,54388.77,8
2269,2022-12-25,286,61,181,401,407,120027.38,5
2270,2022-12-25,817,91,127,400,53,109304.88,5
2271,2022-12-25,127,18,55,403,493,227645.32,4
2272,2022-12-25,866,60,63,403,929,278867.93,1
2273,2022-12-25,197,70,188,403,856,330925.87,10
2274,2022-12-26,405,63,18,403,493,333131.31,16
2275,2022-12-26,20,73,178,402,961,213410.99,14
2276,2022-12-26,6,60,123,403,143,129877.8,1
2277,2022-12-26,304,90,177,403,258,138331.36,4
2278,2022-12-26,606,46,182,403,247,54330.15,17
2279,2022-12-26,101,73,113,402,841,168431.83,19
2280,2022-12-26,24,96,26,403,6,164727.86,20
2281,2022-12-26,843,40,85,403,191,113538.52,4
2282,2022-12-26,721,28,98,403,563,121156.97,14
2283,2022-12-26,732,51,102,400,314,96664.91,12
2284,2022-12-26,269,67,199,400,36,57924.79,2
2285,2022-12-27,820,43,115,400,168,67009.2,19
2286,2022-12-27,800,79,48,402,614,151047.86,5
2287,2022-12-27,540,62,118,403,88,53060.52,16
2288,2022-12-27,571,88,7,402,299,144299.86,18
2289,2022-12-27,669,21,143,403,902,130044.82,18
2290,2022-12-27,261,57,92,403,176,250332.97,7
2291,2022-12-27,351,85,82,403,190,113003.96,11
2292,2022-12-27,918,54,184,401,123,172148.59,11
2293,2022-12-27,10,74,78,402,536,3083.58,2
2294,2022-12-27,841,26,28,400,337,193017.41,15
2295,2022-12-27,331,6,142,403,897,212275.12,15
2296,2022-12-28,604,74,88,401,338,139958.05,5
2297,2022-12-28,963,9,13,400,230,32019.8,18
2298,2022-12-28,96,31,64,400,188,144880.24,3
2299,2022-12-28,821,74,72,402,124,84215.92,15
2300,2022-12-28,632,62,42,400,302,92582.0,10
2301,2022-12-28,277,7,198,401,602,113242.16,20
2302,2022-12-28,751,65,78,402,396,44599.29,11
2303,2022-12-28,805,81,156,401,432,32934.45,19
2304,2022-12-28,920,23,51,403,290,59910.18,7
2305,2022-12-28,547,19,144,403,793,129677.29,16
2306,2022-12-28,180,14,36,402,712,176453.41,10
2307,2022-12-29,377,96,80,403,976,254476.12,8
2308,2022-12-29,204,9,123,400,494,124660.43,10
2309,2022-12-29,436,15,138,402,511,109330.93,3
2310,2022-12-29,270,37,53,402,535,44621.62,20
2311,2022-12-29,548,17,123,400,886,152323.53,19
2312,2022-12-29,419,56,9,402,215,117687.72,20
2313,2022-12-29,912,55,123,402,281,206528.77,10
2314,2022-12-29,321,86,99,403,198,278567.15,8
2315,2022-12-29,724,36,35,403,918,253139.73,18
2316,2022-12-29,857,34,30,401,73,157833.78,9
2317,2022-12-29,865,1,11,400,145,120206.03,13
2318,2022-12-29,328,22,114,400,480,135659.28,5
2319,2022-12-29,593,77,84,402,171,117710.05,9
2320,2023-01-01,322,30,196,400,932,17992.73,10
2321,2023-01-01,458,89,29,403,703,287120.97,10
2322,2023-01-01,525,88,125,401,465,57914.32,12
2323,2023-01-01,859,5,29,403,12,242447.47,13
2324,2023-01-01,962,89,83,402,69,140568.44,17
2325,2023-01-01,403,99,57,401,597,143040.7,19
2326,2023-01-02,352,47,132,402,932,168185.95,12
2327,2023-01-02,294,45,8,400,502,116181.75,17
2328,2023-01-02,395,76,34,402,515,153438.7,6
2329,2023-01-02,322,19,130,402,261,76752.85,9
2330,2023-01-03,666,11,115,400,812,96215.72,20
2331,2023-01-03,738,59,170,400,438,191903.87,3
2332,2023-01-03,336,53,166,403,975,254776.9,11
2333,2023-01-03,716,92,44,403,76,5981.06,3
2334,2023-01-03,842,55,161,401,972,118060.83,9
2335,2023-01-03,905,25,76,403,290,79189.75,14
2336,2023-01-03,302,76,128,400,440,180651.0,19
2337,2023-01-03,777,86,62,400,380,118369.75,17
2338,2023-01-03,932,84,76,403,768,15236.45,8
2339,2023-01-03,182,67,14,402,229,72507.35,9
2340,2023-01-03,164,88,145,403,359,326648.96,3
2341,2023-01-04,521,81,6,402,659,24176.64,1
2342,2023-01-04,207,2,23,400,532,182624.29,1
2343,2023-01-04,236,48,183,400,911,98872.68,9
2344,2023-01-04,478,8,103,400,416,72322.88,12
2345,2023-01-04,557,30,113,403,868,314052.26,15
2346,2023-01-04,147,44,180,403,521,145147.75,20
2347,2023-01-04,901,29,63,402,384,75613.25,18
2348,2023-01-05,23,11,196,402,126,172900.65,19
2349,2023-01-05,382,6,84,403,674,223635.69,2
2350,2023-01-05,37,45,31,403,119,224638.04,1
2351,2023-01-05,109,55,36,403,185,133219.12,6
2352,2023-01-05,820,85,105,401,311,13003.78,6
2353,2023-01-06,96,57,153,402,625,158533.26,19
2354,2023-01-06,238,76,168,400,538,57885.71,18
2355,2023-01-06,572,12,169,402,65,101354.01,17
2356,2023-01-06,682,91,110,403,751,69934.13,15
2357,2023-01-07,884,63,20,400,741,133314.96,12
2358,2023-01-07,57,87,176,402,813,17361.64,20
2359,2023-01-07,411,12,143,402,192,201903.63,16
2360,2023-01-07,584,66,170,401,633,172307.94,2
2361,2023-01-08,519,42,45,403,64,121624.53,20
2362,2023-01-08,386,70,30,400,378,15961.05,10
2363,2023-01-08,497,11,80,400,871,100240.24,3
2364,2023-01-08,429,48,73,401,26,16529.34,17
2365,2023-01-08,677,80,57,403,187,297679.71,13
2366,2023-01-08,203,58,61,400,208,152382.15,18
2367,2023-01-08,658,11,167,400,378,178971.03,6
2368,2023-01-08,991,99,126,400,852,176177.3,4
2369,2023-01-08,246,55,49,402,230,76752.85,16
2370,2023-01-09,264,64,116,403,991,282777.3,1
2371,2023-01-09,370,35,8,403,166,197272.45,14
2372,2023-01-09,689,12,117,401,416,26910.82,7
2373,2023-01-09,904,10,152,400,686,94418.29,6
2374,2023-01-09,186,36,79,402,945,180922.23,8
2375,2023-01-09,841,69,132,403,679,159248.09,4
2376,2023-01-09,991,11,177,401,302,9867.87,10
2377,2023-01-09,294,50,125,403,393,94559.72,8
2378,2023-01-10,691,98,14,402,225,198060.32,11
2379,2023-01-11,49,24,200,402,884,46051.76,8
2380,2023-01-11,951,50,96,400,461,3848.66,9
2381,2023-01-11,667,52,129,403,489,68397.23,14
2382,2023-01-11,770,26,165,400,426,164143.06,13
2383,2023-01-12,757,82,173,400,832,3790.04,4
2384,2023-01-12,442,63,27,402,599,101577.32,11
2385,2023-01-12,287,3,151,400,797,175532.48,16
2386,2023-01-12,366,17,53,403,898,294137.87,8
2387,2023-01-12,475,41,115,402,136,195647.15,3
2388,2023-01-12,520,55,91,402,849,203266.54,8
2389,2023-01-12,375,29,86,400,324,33953.78,18
2390,2023-01-13,944,26,78,400,573,193603.61,4
2391,2023-01-13,312,82,126,401,773,165930.03,11
2392,2023-01-13,857,45,110,401,489,148993.38,16
2393,2023-01-14,859,47,169,402,332,38052.5,10
2394,2023-01-14,599,85,188,401,171,175142.61,6
2395,2023-01-14,53,61,67,401,948,140259.29,9
2396,2023-01-14,916,54,38,402,612,140769.42,15
2397,2023-01-14,337,30,43,400,410,84454.81,11
2398,2023-01-14,150,83,18,401,913,113259.84,11
2399,2023-01-15,62,88,96,402,863,193457.52,10
2400,2023-01-15,878,22,193,401,807,19682.7,9
2401,2023-01-15,385,10,96,400,153,90081.37,17
2402,2023-01-15,167,5,19,403,206,183205.37,14
2403,2023-01-15,664,96,7,402,66,127050.11,1
2404,2023-01-16,961,8,56,402,704,210305.08,2
2405,2023-01-16,876,45,1,403,929,317961.63,14
2406,2023-01-16,853,32,118,402,392,19417.28,10
2407,2023-01-16,927,18,27,401,121,153581.99,8
2408,2023-01-16,113,56,192,401,290,149099.69,6
2409,2023-01-16,290,6,21,401,27,37576.1,20
2410,2023-01-17,642,40,185,400,818,19321.21,11
2411,2023-01-17,900,27,47,403,650,55165.48,11
2412,2023-01-17,566,67,24,402,1000,26209.95,5
2413,2023-01-17,856,46,24,403,668,324644.26,13
2414,2023-01-17,18,65,112,403,367,300252.46,6
2415,2023-01-18,621,40,165,402,386,105152.42,6
2416,2023-01-18,309,26,199,402,703,49827.84,9
2417,2023-01-18,93,6,7,400,173,53529.25,5
2418,2023-01-18,812,65,41,401,259,175922.12,11
2419,2023-01-19,136,29,176,402,380,193524.52,5
2420,2023-01-19,59,81,187,400,769,16488.63,1
2421,2023-01-19,445,10,23,403,900,8286.53,14
2422,2023-01-19,540,35,41,400,822,150389.55,19
2423,2023-01-19,520,66,22,402,846,155069.82,2
2424,2023-01-19,573,15,33,403,931,245187.24,1
2425,2023-01-19,855,80,92,402,714,164700.18,7
2426,2023-01-20,678,81,118,403,338,156508.09,13
2427,2023-01-20,806,77,100,400,97,166506.92,9
2428,2023-01-20,113,86,30,400,416,152479.85,2
2429,2023-01-20,130,86,3,400,764,48547.51,19
2430,2023-01-21,306,23,175,401,788,146034.72,18
2431,2023-01-21,504,80,140,403,159,327785.07,16
2432,2023-01-21,76,16,25,400,159,97329.26,2
2433,2023-01-21,968,32,90,401,978,74532.05,15
2434,2023-01-21,565,21,17,402,230,41962.8,13
2435,2023-01-21,327,27,3,400,236,181393.51,11
2436,2023-01-21,433,73,16,403,775,50821.81,15
2437,2023-01-21,95,56,90,403,301,16873.84,15
2438,2023-01-22,197,22,194,402,391,129574.94,7
2439,2023-01-22,399,24,171,401,849,148479.53,11
2440,2023-01-22,508,34,81,401,12,29444.26,3
2441,2023-01-22,873,64,159,402,300,75188.73,10
2442,2023-01-22,261,98,60,400,811,14573.95,19
2443,2023-01-22,248,32,181,401,473,63105.18,10
2444,2023-01-23,394,50,151,402,291,78361.63,9
2445,2023-01-24,822,37,42,400,528,177290.84,14
2446,2023-01-24,63,97,134,402,766,123921.87,14
2447,2023-01-24,229,38,47,401,776,61333.56,16
2448,2023-01-24,750,61,32,401,595,93399.89,4
2449,2023-01-24,101,15,27,400,372,3770.5,6
2450,2023-01-25,401,5,151,400,266,83458.51,14
2451,2023-01-25,871,26,100,401,532,59756.88,5
2452,2023-01-25,990,49,126,402,494,47593.54,12
2453,2023-01-25,294,3,24,401,132,159676.34,12
2454,2023-01-26,31,37,106,400,39,4844.96,13
2455,2023-01-26,748,95,76,400,795,47961.31,10
2456,2023-01-26,317,80,128,402,925,127697.95,14
2457,2023-01-26,884,59,97,400,807,188856.35,13
2458,2023-01-26,76,64,73,403,258,35117.34,15
2459,2023-01-27,402,4,85,401,339,60926.02,19
2460,2023-01-27,373,51,114,403,426,117514.88,18
2461,2023-01-27,142,48,168,401,304,144334.05,12
2462,2023-01-27,654,4,74,400,695,18559.39,2
2463,2023-01-27,625,29,36,402,597,116011.94,18
2464,2023-01-27,13,31,174,403,585,204990.93,15
